id,season,division,round,localTeam,visitorTeam,localGoals,visitorGoals,date,timestamp
1061,1971-72,2,14,Mallorca,Santander,2,1,19/12/1971,61945200
1062,1971-72,2,14,Rayo Vallecano,Elche,2,1,19/12/1971,61945200
1063,1971-72,2,14,Cultural Leonesa,Castellon,3,1,19/12/1971,61945200
1064,1971-72,2,14,Logrones,Xerez,3,0,19/12/1971,61945200
1065,1971-72,2,14,Racing de Ferrol,Langreo,1,0,19/12/1971,61945200
1066,1971-72,2,14,Tenerife,Oviedo,2,0,19/12/1971,61945200
1067,1971-72,2,15,Castellon,Mallorca,2,0,01/06/1972,76197600
1068,1971-72,2,15,Elche,Oviedo,0,0,01/06/1972,76197600
1069,1971-72,2,15,Racing de Ferrol,Tenerife,0,2,01/06/1972,76197600
1070,1971-72,2,15,Zaragoza,Cadiz,4,0,01/06/1972,76197600
1071,1971-72,2,15,Santander,Rayo Vallecano,1,0,01/06/1972,76197600
1072,1971-72,2,15,Langreo,Hercules,0,1,01/06/1972,76197600
1073,1971-72,2,15,Xerez,Valladolid,1,1,01/06/1972,76197600
1074,1971-72,2,15,Pontevedra,Cultural Leonesa,0,1,01/06/1972,76197600
1075,1971-72,2,15,Mestalla,Logrones,2,5,01/06/1972,76197600
1076,1971-72,2,15,Sant Andreu,Villarreal,0,0,01/06/1972,76197600
1077,1971-72,2,16,Elche,Tenerife,1,0,01/01/1972,63068400
1078,1971-72,2,16,Logrones,Sant Andreu,1,0,02/01/1972,63154800
1079,1971-72,2,16,Hercules,Racing de Ferrol,1,2,02/01/1972,63154800
1080,1971-72,2,16,Valladolid,Mestalla,3,1,02/01/1972,63154800
1081,1971-72,2,16,Cultural Leonesa,Zaragoza,3,3,02/01/1972,63154800
1082,1971-72,2,16,Mallorca,Pontevedra,0,1,02/01/1972,63154800
1083,1971-72,2,16,Villarreal,Langreo,1,2,02/01/1972,63154800
1084,1971-72,2,16,Oviedo,Santander,3,0,02/01/1972,63154800
1085,1971-72,2,16,Cadiz,Xerez,0,0,02/01/1972,63154800
1086,1971-72,2,16,Rayo Vallecano,Castellon,1,4,02/01/1972,63154800
1087,1971-72,2,17,Xerez,Cultural Leonesa,0,0,07/11/1971,58316400
1088,1971-72,2,17,Castellon,Oviedo,1,0,06/01/1972,63500400
1089,1971-72,2,17,Langreo,Logrones,3,1,06/01/1972,63500400
1090,1971-72,2,17,Santander,Elche,0,0,06/01/1972,63500400
1091,1971-72,2,17,Tenerife,Hercules,3,0,06/01/1972,63500400
1092,1971-72,2,17,Racing de Ferrol,Villarreal,0,0,06/01/1972,63500400
1093,1971-72,2,17,Mestalla,Cadiz,1,0,06/01/1972,63500400
1094,1971-72,2,17,Zaragoza,Mallorca,3,0,06/01/1972,63500400
1095,1971-72,2,17,Pontevedra,Rayo Vallecano,3,0,06/01/1972,63500400
1096,1971-72,2,17,Sant Andreu,Valladolid,1,0,06/01/1972,63500400
1097,1971-72,2,18,Valladolid,Langreo,2,0,09/01/1972,63759600
1098,1971-72,2,18,Cadiz,Sant Andreu,2,0,09/01/1972,63759600
1099,1971-72,2,18,Rayo Vallecano,Zaragoza,0,1,09/01/1972,63759600
1100,1971-72,2,18,Villarreal,Hercules,1,1,09/01/1972,63759600
1101,1971-72,2,18,Logrones,Racing de Ferrol,2,0,09/01/1972,63759600
1102,1971-72,2,18,Cultural Leonesa,Mestalla,2,1,09/01/1972,63759600
1103,1971-72,2,18,Elche,Castellon,2,0,09/01/1972,63759600
1104,1971-72,2,18,Santander,Tenerife,4,1,09/01/1972,63759600
1105,1971-72,2,18,Mallorca,Xerez,1,0,09/01/1972,63759600
1106,1971-72,2,18,Oviedo,Pontevedra,2,0,09/01/1972,63759600
1107,1971-72,2,19,Tenerife,Villarreal,3,0,15/01/1972,64278000
1108,1971-72,2,19,Pontevedra,Elche,1,1,16/01/1972,64364400
1109,1971-72,2,19,Zaragoza,Oviedo,0,1,16/01/1972,64364400
1110,1971-72,2,19,Mestalla,Mallorca,0,0,16/01/1972,64364400
1111,1971-72,2,19,Xerez,Rayo Vallecano,0,3,16/01/1972,64364400
1112,1971-72,2,19,Castellon,Santander,2,1,16/01/1972,64364400
1113,1971-72,2,19,Hercules,Logrones,0,0,16/01/1972,64364400
1114,1971-72,2,19,Langreo,Cadiz,1,2,16/01/1972,64364400
1115,1971-72,2,19,Racing de Ferrol,Valladolid,3,1,16/01/1972,64364400
1116,1971-72,2,19,Sant Andreu,Cultural Leonesa,2,1,16/01/1972,64364400
1117,1971-72,2,20,Zaragoza,Elche,3,0,23/01/1972,64969200
1118,1971-72,2,20,Langreo,Cultural Leonesa,4,0,23/01/1972,64969200
1119,1971-72,2,20,Tenerife,Castellon,2,0,23/01/1972,64969200
1120,1971-72,2,20,Hercules,Valladolid,1,0,23/01/1972,64969200
1121,1971-72,2,20,Xerez,Oviedo,0,0,23/01/1972,64969200
1122,1971-72,2,20,Villarreal,Logrones,1,0,23/01/1972,64969200
1123,1971-72,2,20,Pontevedra,Santander,1,0,23/01/1972,64969200
1124,1971-72,2,20,Mestalla,Rayo Vallecano,1,2,23/01/1972,64969200
1125,1971-72,2,20,Racing de Ferrol,Cadiz,1,0,23/01/1972,64969200
1126,1971-72,2,20,Sant Andreu,Mallorca,1,0,23/01/1972,64969200
1127,1971-72,2,21,Santander,Zaragoza,1,0,30/01/1972,65574000
1128,1971-72,2,21,Cadiz,Hercules,4,0,30/01/1972,65574000
1129,1971-72,2,21,Elche,Xerez,2,1,30/01/1972,65574000
1130,1971-72,2,21,Rayo Vallecano,Sant Andreu,1,0,30/01/1972,65574000
1131,1971-72,2,21,Castellon,Pontevedra,4,0,30/01/1972,65574000
1132,1971-72,2,21,Oviedo,Mestalla,2,0,30/01/1972,65574000
1133,1971-72,2,21,Mallorca,Langreo,1,0,30/01/1972,65574000
1134,1971-72,2,21,Logrones,Tenerife,2,1,30/01/1972,65574000
1135,1971-72,2,21,Cultural Leonesa,Racing de Ferrol,4,1,30/01/1972,65574000
1136,1971-72,2,21,Valladolid,Villarreal,2,0,30/01/1972,65574000
1137,1971-72,2,22,Zaragoza,Castellon,1,1,06/02/1972,66178800
1138,1971-72,2,22,Tenerife,Pontevedra,2,0,06/02/1972,66178800
1139,1971-72,2,22,Xerez,Santander,1,0,06/02/1972,66178800
1140,1971-72,2,22,Villarreal,Cadiz,1,0,06/02/1972,66178800
1141,1971-72,2,22,Mestalla,Elche,0,2,06/02/1972,66178800
1142,1971-72,2,22,Racing de Ferrol,Mallorca,0,0,06/02/1972,66178800
1143,1971-72,2,22,Langreo,Rayo Vallecano,1,1,06/02/1972,66178800
1144,1971-72,2,22,Logrones,Valladolid,1,0,06/02/1972,66178800
1145,1971-72,2,22,Hercules,Cultural Leonesa,4,1,06/02/1972,66178800
1146,1971-72,2,22,Sant Andreu,Oviedo,1,0,06/02/1972,66178800
1147,1971-72,2,23,Pontevedra,Zaragoza,1,0,13/02/1972,66783600
1148,1971-72,2,23,Santander,Mestalla,0,1,13/02/1972,66783600
1149,1971-72,2,23,Mallorca,Hercules,2,0,13/02/1972,66783600
1150,1971-72,2,23,Cultural Leonesa,Villarreal,4,2,13/02/1972,66783600
1151,1971-72,2,23,Elche,Sant Andreu,2,0,13/02/1972,66783600
1152,1971-72,2,23,Tenerife,Valladolid,2,1,13/02/1972,66783600
1153,1971-72,2,23,Cadiz,Logrones,5,1,13/02/1972,66783600
1154,1971-72,2,23,Castellon,Xerez,3,0,13/02/1972,66783600
1155,1971-72,2,23,Rayo Vallecano,Racing de Ferrol,3,2,13/02/1972,66783600
1156,1971-72,2,23,Oviedo,Langreo,2,0,13/02/1972,66783600
1157,1971-72,2,24,Mestalla,Castellon,0,0,20/02/1972,67388400
1158,1971-72,2,24,Xerez,Pontevedra,1,1,20/02/1972,67388400
1159,1971-72,2,24,Logrones,Cultural Leonesa,2,0,20/02/1972,67388400
1160,1971-72,2,24,Zaragoza,Tenerife,2,1,20/02/1972,67388400
1161,1971-72,2,24,Sant Andreu,Santander,1,2,20/02/1972,67388400
1162,1971-72,2,24,Villarreal,Mallorca,1,3,20/02/1972,67388400
1163,1971-72,2,24,Langreo,Elche,1,1,20/02/1972,67388400
1164,1971-72,2,24,Valladolid,Cadiz,2,1,20/02/1972,67388400
1165,1971-72,2,24,Hercules,Rayo Vallecano,1,3,20/02/1972,67388400
1166,1971-72,2,24,Racing de Ferrol,Oviedo,1,0,20/02/1972,67388400
1167,1971-72,2,25,Elche,Racing de Ferrol,2,0,27/02/1972,67993200
1168,1971-72,2,25,Santander,Langreo,1,0,27/02/1972,67993200
1169,1971-72,2,25,Cultural Leonesa,Valladolid,2,1,27/02/1972,67993200
1170,1971-72,2,25,Zaragoza,Xerez,2,0,27/02/1972,67993200
1171,1971-72,2,25,Castellon,Sant Andreu,1,0,27/02/1972,67993200
1172,1971-72,2,25,Pontevedra,Mestalla,0,0,27/02/1972,67993200
1173,1971-72,2,25,Rayo Vallecano,Villarreal,0,0,27/02/1972,67993200
1174,1971-72,2,25,Oviedo,Hercules,1,0,27/02/1972,67993200
1175,1971-72,2,25,Cadiz,Tenerife,2,2,27/02/1972,67993200
1176,1971-72,2,25,Mallorca,Logrones,1,1,27/02/1972,67993200
1177,1971-72,2,26,Langreo,Castellon,2,0,05/03/1972,68598000
1178,1971-72,2,26,Mestalla,Zaragoza,0,0,05/03/1972,68598000
1179,1971-72,2,26,Villarreal,Oviedo,0,0,05/03/1972,68598000
1180,1971-72,2,26,Hercules,Elche,0,1,05/03/1972,68598000
1181,1971-72,2,26,Racing de Ferrol,Santander,2,0,05/03/1972,68598000
1182,1971-72,2,26,Logrones,Rayo Vallecano,1,1,05/03/1972,68598000
1183,1971-72,2,26,Valladolid,Mallorca,4,1,05/03/1972,68598000
1184,1971-72,2,26,Cadiz,Cultural Leonesa,0,0,05/03/1972,68598000
1185,1971-72,2,26,Tenerife,Xerez,3,0,05/03/1972,68598000
1186,1971-72,2,26,Sant Andreu,Pontevedra,2,0,05/03/1972,68598000
1187,1971-72,2,27,Castellon,Racing de Ferrol,1,1,12/03/1972,69202800
1188,1971-72,2,27,Rayo Vallecano,Valladolid,0,0,12/03/1972,69202800
1189,1971-72,2,27,Oviedo,Logrones,1,0,12/03/1972,69202800
1190,1971-72,2,27,Tenerife,Cultural Leonesa,3,0,12/03/1972,69202800
1191,1971-72,2,27,Santander,Hercules,1,0,12/03/1972,69202800
1192,1971-72,2,27,Zaragoza,Sant Andreu,0,0,12/03/1972,69202800
1193,1971-72,2,27,Elche,Villarreal,2,0,12/03/1972,69202800
1194,1971-72,2,27,Mallorca,Cadiz,0,0,12/03/1972,69202800
1195,1971-72,2,27,Xerez,Mestalla,1,1,12/03/1972,69202800
1196,1971-72,2,27,Pontevedra,Langreo,1,2,12/03/1972,69202800
1197,1971-72,2,28,Hercules,Castellon,2,1,19/03/1972,69807600
1198,1971-72,2,28,Valladolid,Oviedo,2,0,19/03/1972,69807600
1199,1971-72,2,28,Logrones,Elche,1,0,19/03/1972,69807600
1200,1971-72,2,28,Villarreal,Santander,0,0,19/03/1972,69807600
1201,1971-72,2,28,Cadiz,Rayo Vallecano,0,0,19/03/1972,69807600
1202,1971-72,2,28,Langreo,Zaragoza,0,1,19/03/1972,69807600
1203,1971-72,2,28,Racing de Ferrol,Pontevedra,1,0,19/03/1972,69807600
1204,1971-72,2,28,Cultural Leonesa,Mallorca,1,0,19/03/1972,69807600
1205,1971-72,2,28,Sant Andreu,Xerez,2,1,19/03/1972,69807600
1206,1971-72,2,28,Mestalla,Tenerife,1,0,21/03/1972,69980400
1207,1971-72,2,29,Castellon,Villarreal,0,2,26/03/1972,70412400
1208,1971-72,2,29,Rayo Vallecano,Cultural Leonesa,2,0,26/03/1972,70412400
1209,1971-72,2,29,Elche,Valladolid,1,0,26/03/1972,70412400
1210,1971-72,2,29,Oviedo,Cadiz,2,0,26/03/1972,70412400
1211,1971-72,2,29,Pontevedra,Hercules,2,1,26/03/1972,70412400
1212,1971-72,2,29,Mallorca,Tenerife,1,0,26/03/1972,70412400
1213,1971-72,2,29,Xerez,Langreo,2,1,26/03/1972,70412400
1214,1971-72,2,29,Santander,Logrones,1,0,26/03/1972,70412400
1215,1971-72,2,29,Zaragoza,Racing de Ferrol,3,1,26/03/1972,70412400
1216,1971-72,2,29,Mestalla,Sant Andreu,2,0,26/03/1972,70412400
1217,1971-72,2,30,Langreo,Mestalla,4,0,02/04/1972,71013600
1218,1971-72,2,30,Villarreal,Pontevedra,3,0,02/04/1972,71013600
1219,1971-72,2,30,Hercules,Zaragoza,1,1,02/04/1972,71013600
1220,1971-72,2,30,Tenerife,Sant Andreu,4,1,02/04/1972,71013600
1221,1971-72,2,30,Logrones,Castellon,2,0,02/04/1972,71013600
1222,1971-72,2,30,Valladolid,Santander,2,0,02/04/1972,71013600
1223,1971-72,2,30,Cadiz,Elche,3,1,02/04/1972,71013600
1224,1971-72,2,30,Racing de Ferrol,Xerez,2,1,02/04/1972,71013600
1225,1971-72,2,30,Cultural Leonesa,Oviedo,1,3,02/04/1972,71013600
1226,1971-72,2,30,Mallorca,Rayo Vallecano,0,1,03/04/1972,71100000
1227,1971-72,2,31,Oviedo,Mallorca,3,0,09/04/1972,71618400
1228,1971-72,2,31,Pontevedra,Logrones,1,0,09/04/1972,71618400
1229,1971-72,2,31,Mestalla,Racing de Ferrol,2,0,09/04/1972,71618400
1230,1971-72,2,31,Elche,Cultural Leonesa,2,0,09/04/1972,71618400
1231,1971-72,2,31,Zaragoza,Villarreal,4,0,09/04/1972,71618400
1232,1971-72,2,31,Santander,Cadiz,2,1,09/04/1972,71618400
1233,1971-72,2,31,Castellon,Valladolid,2,0,09/04/1972,71618400
1234,1971-72,2,31,Tenerife,Rayo Vallecano,2,2,09/04/1972,71618400
1235,1971-72,2,31,Xerez,Hercules,0,1,09/04/1972,71618400
1236,1971-72,2,31,Sant Andreu,Langreo,3,1,09/04/1972,71618400
1237,1971-72,2,32,Rayo Vallecano,Oviedo,0,2,16/04/1972,72223200
1238,1971-72,2,32,Valladolid,Pontevedra,0,1,16/04/1972,72223200
1239,1971-72,2,32,Hercules,Mestalla,4,0,16/04/1972,72223200
1240,1971-72,2,32,Racing de Ferrol,Sant Andreu,1,1,16/04/1972,72223200
1241,1971-72,2,32,Logrones,Zaragoza,1,2,16/04/1972,72223200
1242,1971-72,2,32,Cultural Leonesa,Santander,2,0,16/04/1972,72223200
1243,1971-72,2,32,Mallorca,Elche,0,0,16/04/1972,72223200
1244,1971-72,2,32,Villarreal,Xerez,4,0,16/04/1972,72223200
1245,1971-72,2,32,Cadiz,Castellon,2,0,16/04/1972,72223200
1246,1971-72,2,32,Langreo,Tenerife,1,1,16/04/1972,72223200
1247,1971-72,2,33,Sant Andreu,Hercules,2,1,22/04/1972,72741600
1248,1971-72,2,33,Oviedo,Tenerife,2,1,22/04/1972,72741600
1249,1971-72,2,33,Elche,Rayo Vallecano,3,0,23/04/1972,72828000
1250,1971-72,2,33,Xerez,Logrones,0,0,23/04/1972,72828000
1251,1971-72,2,33,Zaragoza,Valladolid,3,1,23/04/1972,72828000
1252,1971-72,2,33,Mestalla,Villarreal,0,0,23/04/1972,72828000
1253,1971-72,2,33,Castellon,Cultural Leonesa,2,0,23/04/1972,72828000
1254,1971-72,2,33,Pontevedra,Cadiz,2,0,23/04/1972,72828000
1255,1971-72,2,33,Langreo,Racing de Ferrol,2,3,23/04/1972,72828000
1256,1971-72,2,33,Santander,Mallorca,2,2,23/04/1972,72828000
1257,1971-72,2,34,Oviedo,Elche,1,0,30/04/1972,73432800
1258,1971-72,2,34,Rayo Vallecano,Santander,2,0,30/04/1972,73432800
1259,1971-72,2,34,Valladolid,Xerez,1,1,30/04/1972,73432800
1260,1971-72,2,34,Hercules,Langreo,3,1,30/04/1972,73432800
1261,1971-72,2,34,Villarreal,Sant Andreu,0,1,30/04/1972,73432800
1262,1971-72,2,34,Tenerife,Racing de Ferrol,2,0,30/04/1972,73432800
1263,1971-72,2,34,Cadiz,Zaragoza,2,1,30/04/1972,73432800
1264,1971-72,2,34,Cultural Leonesa,Pontevedra,2,2,30/04/1972,73432800
1265,1971-72,2,34,Mallorca,Castellon,1,1,30/04/1972,73432800
1266,1971-72,2,34,Logrones,Mestalla,1,1,30/04/1972,73432800
1267,1971-72,2,35,Xerez,Cadiz,3,0,06/05/1972,73951200
1268,1971-72,2,35,Zaragoza,Cultural Leonesa,3,1,07/05/1972,74037600
1269,1971-72,2,35,Langreo,Villarreal,4,0,07/05/1972,74037600
1270,1971-72,2,35,Castellon,Rayo Vallecano,1,0,07/05/1972,74037600
1271,1971-72,2,35,Mestalla,Valladolid,2,0,07/05/1972,74037600
1272,1971-72,2,35,Racing de Ferrol,Hercules,0,0,07/05/1972,74037600
1273,1971-72,2,35,Tenerife,Elche,1,0,07/05/1972,74037600
1274,1971-72,2,35,Santander,Oviedo,3,1,07/05/1972,74037600
1275,1971-72,2,35,Pontevedra,Mallorca,1,1,07/05/1972,74037600
1276,1971-72,2,35,Sant Andreu,Logrones,5,0,07/05/1972,74037600
1277,1971-72,2,36,Rayo Vallecano,Pontevedra,1,3,10/05/1972,74296800
1278,1971-72,2,36,Hercules,Tenerife,1,1,10/05/1972,74296800
1279,1971-72,2,36,Valladolid,Sant Andreu,1,0,11/05/1972,74383200
1280,1971-72,2,36,Oviedo,Castellon,0,0,11/05/1972,74383200
1281,1971-72,2,36,Logrones,Langreo,3,0,11/05/1972,74383200
1282,1971-72,2,36,Elche,Santander,3,0,11/05/1972,74383200
1283,1971-72,2,36,Cadiz,Mestalla,1,1,11/05/1972,74383200
1284,1971-72,2,36,Villarreal,Racing de Ferrol,2,1,11/05/1972,74383200
1285,1971-72,2,36,Mallorca,Zaragoza,1,0,11/05/1972,74383200
1286,1971-72,2,36,Cultural Leonesa,Xerez,3,1,11/05/1972,74383200
1287,1971-72,2,37,Zaragoza,Rayo Vallecano,3,0,14/05/1972,74642400
1288,1971-72,2,37,Xerez,Mallorca,0,0,14/05/1972,74642400
1289,1971-72,2,37,Hercules,Villarreal,3,0,14/05/1972,74642400
1290,1971-72,2,37,Langreo,Valladolid,0,1,14/05/1972,74642400
1291,1971-72,2,37,Mestalla,Cultural Leonesa,1,0,14/05/1972,74642400
1292,1971-72,2,37,Racing de Ferrol,Logrones,1,1,14/05/1972,74642400
1293,1971-72,2,37,Tenerife,Santander,1,2,14/05/1972,74642400
1294,1971-72,2,37,Castellon,Elche,0,0,14/05/1972,74642400
1295,1971-72,2,37,Pontevedra,Oviedo,2,0,14/05/1972,74642400
1296,1971-72,2,37,Sant Andreu,Cadiz,1,2,14/05/1972,74642400
1297,1971-72,2,38,Rayo Vallecano,Xerez,2,0,20/05/1972,75160800
1298,1971-72,2,38,Cadiz,Langreo,4,0,20/05/1972,75160800
1299,1971-72,2,38,Oviedo,Zaragoza,1,1,21/05/1972,75247200
1300,1971-72,2,38,Valladolid,Racing de Ferrol,3,1,21/05/1972,75247200
1301,1971-72,2,38,Cultural Leonesa,Sant Andreu,1,0,21/05/1972,75247200
1302,1971-72,2,38,Santander,Castellon,0,1,21/05/1972,75247200
1303,1971-72,2,38,Logrones,Hercules,0,3,21/05/1972,75247200
1304,1971-72,2,38,Villarreal,Tenerife,0,0,21/05/1972,75247200
1305,1971-72,2,38,Elche,Pontevedra,3,0,21/05/1972,75247200
1306,1971-72,2,38,Mallorca,Mestalla,1,0,21/05/1972,75247200
1307,1972-73,1,1,Sporting de Gijon,Betis,1,0,02/09/1972,84232800
1308,1972-73,1,1,Granada,Zaragoza,0,0,02/09/1972,84232800
1309,1972-73,1,1,Las Palmas,Oviedo,2,1,02/09/1972,84232800
1310,1972-73,1,1,CD Malaga,Atletico de Bilbao,0,0,02/09/1972,84232800
1311,1972-73,1,1,Atletico de Madrid,Valencia,1,3,03/09/1972,84319200
1312,1972-73,1,1,Barcelona,Deportivo,3,1,03/09/1972,84319200
1313,1972-73,1,1,Burgos,Real Sociedad,1,0,03/09/1972,84319200
1314,1972-73,1,1,Castellon,Real Madrid,2,3,03/09/1972,84319200
1315,1972-73,1,1,Celta de Vigo,Espanol,1,1,03/09/1972,84319200
1316,1972-73,1,2,Atletico de Bilbao,Celta de Vigo,1,1,09/09/1972,84837600
1317,1972-73,1,2,Betis,Las Palmas,0,2,09/09/1972,84837600
1318,1972-73,1,2,Real Madrid,Sporting de Gijon,1,0,09/09/1972,84837600
1319,1972-73,1,2,Valencia,Barcelona,0,1,09/09/1972,84837600
1320,1972-73,1,2,Deportivo,Granada,0,0,10/09/1972,84924000
1321,1972-73,1,2,Espanol,Castellon,1,0,10/09/1972,84924000
1322,1972-73,1,2,Real Sociedad,CD Malaga,1,1,10/09/1972,84924000
1323,1972-73,1,2,Oviedo,Atletico de Madrid,0,2,10/09/1972,84924000
1324,1972-73,1,2,Zaragoza,Burgos,2,0,10/09/1972,84924000
1325,1972-73,1,3,Barcelona,Oviedo,3,1,16/09/1972,85442400
1326,1972-73,1,3,Sporting de Gijon,Espanol,0,0,16/09/1972,85442400
1327,1972-73,1,3,Atletico de Madrid,Betis,2,1,17/09/1972,85528800
1328,1972-73,1,3,Burgos,CD Malaga,2,2,17/09/1972,85528800
1329,1972-73,1,3,Castellon,Atletico de Bilbao,1,4,17/09/1972,85528800
1330,1972-73,1,3,Celta de Vigo,Real Sociedad,0,1,17/09/1972,85528800
1331,1972-73,1,3,Granada,Valencia,1,1,17/09/1972,85528800
1332,1972-73,1,3,Las Palmas,Real Madrid,1,1,17/09/1972,85528800
1333,1972-73,1,3,Zaragoza,Deportivo,5,0,17/09/1972,85528800
1334,1972-73,1,4,Atletico de Bilbao,Sporting de Gijon,2,0,23/09/1972,86047200
1335,1972-73,1,4,Espanol,Las Palmas,4,0,23/09/1972,86047200
1336,1972-73,1,4,Real Madrid,Atletico de Madrid,0,1,23/09/1972,86047200
1337,1972-73,1,4,Valencia,Zaragoza,0,0,23/09/1972,86047200
1338,1972-73,1,4,Betis,Barcelona,0,2,24/09/1972,86133600
1339,1972-73,1,4,Deportivo,Burgos,2,1,24/09/1972,86133600
1340,1972-73,1,4,CD Malaga,Celta de Vigo,1,0,24/09/1972,86133600
1341,1972-73,1,4,Real Sociedad,Castellon,0,0,24/09/1972,86133600
1342,1972-73,1,4,Oviedo,Granada,3,0,24/09/1972,86133600
1343,1972-73,1,5,Atletico de Madrid,Espanol,0,0,01/10/1972,86738400
1344,1972-73,1,5,Barcelona,Real Madrid,1,0,01/10/1972,86738400
1345,1972-73,1,5,Burgos,Celta de Vigo,0,0,01/10/1972,86738400
1346,1972-73,1,5,Castellon,CD Malaga,1,0,01/10/1972,86738400
1347,1972-73,1,5,Deportivo,Valencia,1,1,01/10/1972,86738400
1348,1972-73,1,5,Sporting de Gijon,Real Sociedad,3,0,01/10/1972,86738400
1349,1972-73,1,5,Granada,Betis,0,0,01/10/1972,86738400
1350,1972-73,1,5,Las Palmas,Atletico de Bilbao,1,0,01/10/1972,86738400
1351,1972-73,1,5,Zaragoza,Oviedo,3,0,01/10/1972,86738400
1352,1972-73,1,6,Atletico de Bilbao,Atletico de Madrid,1,0,07/10/1972,87256800
1353,1972-73,1,6,Celta de Vigo,Castellon,2,0,07/10/1972,87256800
1354,1972-73,1,6,Espanol,Barcelona,1,1,07/10/1972,87256800
1355,1972-73,1,6,CD Malaga,Sporting de Gijon,1,0,07/10/1972,87256800
1356,1972-73,1,6,Real Sociedad,Las Palmas,1,0,07/10/1972,87256800
1357,1972-73,1,6,Real Madrid,Granada,2,1,07/10/1972,87256800
1358,1972-73,1,6,Valencia,Burgos,3,0,07/10/1972,87256800
1359,1972-73,1,6,Betis,Zaragoza,1,1,08/10/1972,87343200
1360,1972-73,1,6,Oviedo,Deportivo,0,0,08/10/1972,87343200
1361,1972-73,1,7,Atletico de Madrid,Real Sociedad,2,1,21/10/1972,88466400
1362,1972-73,1,7,Las Palmas,CD Malaga,1,3,21/10/1972,88466400
1363,1972-73,1,7,Barcelona,Atletico de Bilbao,1,0,22/10/1972,88552800
1364,1972-73,1,7,Burgos,Castellon,2,1,22/10/1972,88552800
1365,1972-73,1,7,Deportivo,Betis,2,0,22/10/1972,88552800
1366,1972-73,1,7,Sporting de Gijon,Celta de Vigo,3,1,22/10/1972,88552800
1367,1972-73,1,7,Granada,Espanol,2,2,22/10/1972,88552800
1368,1972-73,1,7,Valencia,Oviedo,2,2,22/10/1972,88552800
1369,1972-73,1,7,Zaragoza,Real Madrid,0,0,22/10/1972,88552800
1370,1972-73,1,8,Atletico de Bilbao,Granada,0,1,29/10/1972,89157600
1371,1972-73,1,8,Betis,Valencia,0,0,29/10/1972,89157600
1372,1972-73,1,8,Castellon,Sporting de Gijon,1,0,29/10/1972,89157600
1373,1972-73,1,8,Celta de Vigo,Las Palmas,3,1,29/10/1972,89157600
1374,1972-73,1,8,Espanol,Zaragoza,3,1,29/10/1972,89157600
1375,1972-73,1,8,CD Malaga,Atletico de Madrid,0,1,29/10/1972,89157600
1376,1972-73,1,8,Real Sociedad,Barcelona,2,0,29/10/1972,89157600
1377,1972-73,1,8,Real Madrid,Deportivo,0,0,29/10/1972,89157600
1378,1972-73,1,8,Oviedo,Burgos,1,0,29/10/1972,89157600
1379,1972-73,1,9,Atletico de Madrid,Celta de Vigo,5,1,04/11/1972,89679600
1380,1972-73,1,9,Las Palmas,Castellon,0,1,04/11/1972,89679600
1381,1972-73,1,9,Barcelona,CD Malaga,0,0,05/11/1972,89766000
1382,1972-73,1,9,Burgos,Sporting de Gijon,2,1,05/11/1972,89766000
1383,1972-73,1,9,Deportivo,Espanol,0,0,05/11/1972,89766000
1384,1972-73,1,9,Granada,Real Sociedad,2,0,05/11/1972,89766000
1385,1972-73,1,9,Oviedo,Betis,0,0,05/11/1972,89766000
1386,1972-73,1,9,Valencia,Real Madrid,0,1,05/11/1972,89766000
1387,1972-73,1,9,Zaragoza,Atletico de Bilbao,3,2,05/11/1972,89766000
1388,1972-73,1,10,Atletico de Bilbao,Deportivo,3,0,12/11/1972,90370800
1389,1972-73,1,10,Betis,Burgos,5,1,12/11/1972,90370800
1390,1972-73,1,10,Castellon,Atletico de Madrid,1,1,12/11/1972,90370800
1391,1972-73,1,10,Celta de Vigo,Barcelona,0,0,12/11/1972,90370800
1392,1972-73,1,10,Espanol,Valencia,3,0,12/11/1972,90370800
1393,1972-73,1,10,Sporting de Gijon,Las Palmas,2,2,12/11/1972,90370800
1394,1972-73,1,10,CD Malaga,Granada,3,0,12/11/1972,90370800
1395,1972-73,1,10,Real Sociedad,Zaragoza,3,0,12/11/1972,90370800
1396,1972-73,1,10,Real Madrid,Oviedo,3,0,12/11/1972,90370800
1397,1972-73,1,11,Atletico de Madrid,Sporting de Gijon,0,1,19/11/1972,90975600
1398,1972-73,1,11,Barcelona,Castellon,3,1,19/11/1972,90975600
1399,1972-73,1,11,Betis,Real Madrid,2,1,19/11/1972,90975600
1400,1972-73,1,11,Burgos,Las Palmas,3,3,19/11/1972,90975600
1401,1972-73,1,11,Deportivo,Real Sociedad,1,2,19/11/1972,90975600
1402,1972-73,1,11,Granada,Celta de Vigo,1,0,19/11/1972,90975600
1403,1972-73,1,11,Oviedo,Espanol,1,2,19/11/1972,90975600
1404,1972-73,1,11,Valencia,Atletico de Bilbao,4,1,19/11/1972,90975600
1405,1972-73,1,11,Zaragoza,CD Malaga,1,1,19/11/1972,90975600
1406,1972-73,1,12,Las Palmas,Atletico de Madrid,2,2,25/11/1972,91494000
1407,1972-73,1,12,Atletico de Bilbao,Oviedo,3,3,26/11/1972,91580400
1408,1972-73,1,12,Castellon,Granada,0,0,26/11/1972,91580400
1409,1972-73,1,12,Celta de Vigo,Zaragoza,1,2,26/11/1972,91580400
