id,season,division,round,localTeam,visitorTeam,localGoals,visitorGoals,date,timestamp
707,1971-72,1,10,Espanol,Real Madrid,0,0,21/11/1971,59526000
708,1971-72,1,10,Sporting de Gijon,CD Malaga,1,2,21/11/1971,59526000
709,1971-72,1,10,Sabadell,Deportivo,4,1,21/11/1971,59526000
710,1971-72,1,10,Valencia,Barcelona,1,0,21/11/1971,59526000
711,1971-72,1,11,Burgos,Celta de Vigo,3,2,28/11/1971,60130800
712,1971-72,1,11,Cordoba,Betis,3,1,28/11/1971,60130800
713,1971-72,1,11,Deportivo,Atletico de Bilbao,1,0,28/11/1971,60130800
714,1971-72,1,11,Espanol,Las Palmas,4,0,28/11/1971,60130800
715,1971-72,1,11,Granada,Valencia,1,0,28/11/1971,60130800
716,1971-72,1,11,CD Malaga,Atletico de Madrid,0,0,28/11/1971,60130800
717,1971-72,1,11,Real Sociedad,Sporting de Gijon,3,1,28/11/1971,60130800
718,1971-72,1,11,Real Madrid,Barcelona,1,1,28/11/1971,60130800
719,1971-72,1,11,Sevilla,Sabadell,1,1,28/11/1971,60130800
720,1971-72,1,12,Las Palmas,Real Madrid,2,0,04/12/1971,60649200
721,1971-72,1,12,Atletico de Bilbao,Sevilla,2,0,05/12/1971,60735600
722,1971-72,1,12,Atletico de Madrid,Real Sociedad,5,0,05/12/1971,60735600
723,1971-72,1,12,Barcelona,Granada,2,0,05/12/1971,60735600
724,1971-72,1,12,Betis,CD Malaga,0,0,05/12/1971,60735600
725,1971-72,1,12,Celta de Vigo,Cordoba,2,0,05/12/1971,60735600
726,1971-72,1,12,Sporting de Gijon,Espanol,4,0,05/12/1971,60735600
727,1971-72,1,12,Sabadell,Burgos,2,1,05/12/1971,60735600
728,1971-72,1,12,Valencia,Deportivo,1,1,05/12/1971,60735600
729,1971-72,1,13,Las Palmas,Sporting de Gijon,5,1,11/12/1971,61254000
730,1971-72,1,13,Burgos,Atletico de Bilbao,1,0,12/12/1971,61340400
731,1971-72,1,13,Cordoba,Sabadell,4,1,12/12/1971,61340400
732,1971-72,1,13,Deportivo,Barcelona,0,2,12/12/1971,61340400
733,1971-72,1,13,Espanol,Atletico de Madrid,1,2,12/12/1971,61340400
734,1971-72,1,13,CD Malaga,Celta de Vigo,1,1,12/12/1971,61340400
735,1971-72,1,13,Real Sociedad,Betis,6,0,12/12/1971,61340400
736,1971-72,1,13,Real Madrid,Granada,4,2,12/12/1971,61340400
737,1971-72,1,13,Sevilla,Valencia,2,0,12/12/1971,61340400
738,1971-72,1,14,Atletico de Bilbao,Cordoba,5,0,19/12/1971,61945200
739,1971-72,1,14,Atletico de Madrid,Las Palmas,2,0,19/12/1971,61945200
740,1971-72,1,14,Barcelona,Sevilla,1,0,19/12/1971,61945200
741,1971-72,1,14,Betis,Espanol,0,1,19/12/1971,61945200
742,1971-72,1,14,Celta de Vigo,Real Sociedad,0,1,19/12/1971,61945200
743,1971-72,1,14,Sporting de Gijon,Real Madrid,1,1,19/12/1971,61945200
744,1971-72,1,14,Granada,Deportivo,2,2,19/12/1971,61945200
745,1971-72,1,14,Sabadell,CD Malaga,1,1,19/12/1971,61945200
746,1971-72,1,14,Valencia,Burgos,2,0,19/12/1971,61945200
747,1971-72,1,15,Las Palmas,Betis,2,0,01/01/1972,63068400
748,1971-72,1,15,Burgos,Barcelona,2,3,02/01/1972,63154800
749,1971-72,1,15,Cordoba,Valencia,0,4,02/01/1972,63154800
750,1971-72,1,15,Espanol,Celta de Vigo,1,0,02/01/1972,63154800
751,1971-72,1,15,Sporting de Gijon,Atletico de Madrid,1,2,02/01/1972,63154800
752,1971-72,1,15,CD Malaga,Atletico de Bilbao,1,0,02/01/1972,63154800
753,1971-72,1,15,Real Sociedad,Sabadell,2,0,02/01/1972,63154800
754,1971-72,1,15,Real Madrid,Deportivo,1,0,02/01/1972,63154800
755,1971-72,1,15,Sevilla,Granada,2,1,02/01/1972,63154800
756,1971-72,1,16,Atletico de Bilbao,Real Sociedad,1,2,06/01/1972,63500400
757,1971-72,1,16,Barcelona,Cordoba,4,1,06/01/1972,63500400
758,1971-72,1,16,Betis,Sporting de Gijon,2,1,06/01/1972,63500400
759,1971-72,1,16,Celta de Vigo,Las Palmas,2,0,06/01/1972,63500400
760,1971-72,1,16,Deportivo,Sevilla,1,0,06/01/1972,63500400
761,1971-72,1,16,Granada,Burgos,2,1,06/01/1972,63500400
762,1971-72,1,16,Real Madrid,Atletico de Madrid,1,0,06/01/1972,63500400
763,1971-72,1,16,Sabadell,Espanol,0,2,06/01/1972,63500400
764,1971-72,1,16,Valencia,CD Malaga,3,0,06/01/1972,63500400
765,1971-72,1,17,Las Palmas,Sabadell,0,0,15/01/1972,64278000
766,1971-72,1,17,Atletico de Madrid,Betis,4,1,16/01/1972,64364400
767,1971-72,1,17,Burgos,Deportivo,3,1,16/01/1972,64364400
768,1971-72,1,17,Cordoba,Granada,2,0,16/01/1972,64364400
769,1971-72,1,17,Espanol,Atletico de Bilbao,1,2,16/01/1972,64364400
770,1971-72,1,17,Sporting de Gijon,Celta de Vigo,2,2,16/01/1972,64364400
771,1971-72,1,17,CD Malaga,Barcelona,0,0,16/01/1972,64364400
772,1971-72,1,17,Real Sociedad,Valencia,1,0,16/01/1972,64364400
773,1971-72,1,17,Sevilla,Real Madrid,0,2,16/01/1972,64364400
774,1971-72,1,18,Las Palmas,Atletico de Bilbao,2,1,22/01/1972,64882800
775,1971-72,1,18,Atletico de Madrid,Celta de Vigo,0,0,23/01/1972,64969200
776,1971-72,1,18,Betis,Real Madrid,0,0,23/01/1972,64969200
777,1971-72,1,18,Burgos,Sevilla,1,0,23/01/1972,64969200
778,1971-72,1,18,Cordoba,Deportivo,0,0,23/01/1972,64969200
779,1971-72,1,18,Espanol,Valencia,3,1,23/01/1972,64969200
780,1971-72,1,18,Sporting de Gijon,Sabadell,3,0,23/01/1972,64969200
781,1971-72,1,18,CD Malaga,Granada,1,0,23/01/1972,64969200
782,1971-72,1,18,Real Sociedad,Barcelona,2,2,23/01/1972,64969200
783,1971-72,1,19,Atletico de Bilbao,Sporting de Gijon,3,1,30/01/1972,65574000
784,1971-72,1,19,Barcelona,Espanol,2,0,30/01/1972,65574000
785,1971-72,1,19,Celta de Vigo,Betis,1,0,30/01/1972,65574000
786,1971-72,1,19,Deportivo,CD Malaga,0,0,30/01/1972,65574000
787,1971-72,1,19,Granada,Real Sociedad,1,0,30/01/1972,65574000
788,1971-72,1,19,Real Madrid,Burgos,1,1,30/01/1972,65574000
789,1971-72,1,19,Sabadell,Atletico de Madrid,3,1,30/01/1972,65574000
790,1971-72,1,19,Sevilla,Cordoba,1,1,30/01/1972,65574000
791,1971-72,1,19,Valencia,Las Palmas,4,0,30/01/1972,65574000
792,1971-72,1,20,Atletico de Madrid,Atletico de Bilbao,1,2,06/02/1972,66178800
793,1971-72,1,20,Betis,Sabadell,1,0,06/02/1972,66178800
794,1971-72,1,20,Celta de Vigo,Real Madrid,1,1,06/02/1972,66178800
795,1971-72,1,20,Cordoba,Burgos,0,0,06/02/1972,66178800
796,1971-72,1,20,Espanol,Granada,2,3,06/02/1972,66178800
797,1971-72,1,20,Sporting de Gijon,Valencia,4,0,06/02/1972,66178800
798,1971-72,1,20,Las Palmas,Barcelona,1,2,06/02/1972,66178800
799,1971-72,1,20,CD Malaga,Sevilla,2,2,06/02/1972,66178800
800,1971-72,1,20,Real Sociedad,Deportivo,0,1,06/02/1972,66178800
801,1971-72,1,21,Atletico de Bilbao,Betis,3,0,13/02/1972,66783600
802,1971-72,1,21,Barcelona,Sporting de Gijon,1,0,13/02/1972,66783600
803,1971-72,1,21,Burgos,CD Malaga,3,1,13/02/1972,66783600
804,1971-72,1,21,Deportivo,Espanol,3,1,13/02/1972,66783600
805,1971-72,1,21,Granada,Las Palmas,3,0,13/02/1972,66783600
806,1971-72,1,21,Real Madrid,Cordoba,4,1,13/02/1972,66783600
807,1971-72,1,21,Sabadell,Celta de Vigo,1,1,13/02/1972,66783600
808,1971-72,1,21,Sevilla,Real Sociedad,0,1,13/02/1972,66783600
809,1971-72,1,21,Valencia,Atletico de Madrid,1,0,13/02/1972,66783600
810,1971-72,1,22,Atletico de Madrid,Barcelona,1,1,20/02/1972,67388400
811,1971-72,1,22,Betis,Valencia,1,0,20/02/1972,67388400
812,1971-72,1,22,Celta de Vigo,Atletico de Bilbao,2,0,20/02/1972,67388400
813,1971-72,1,22,Espanol,Sevilla,2,0,20/02/1972,67388400
814,1971-72,1,22,Sporting de Gijon,Granada,2,0,20/02/1972,67388400
815,1971-72,1,22,Las Palmas,Deportivo,2,0,20/02/1972,67388400
816,1971-72,1,22,CD Malaga,Cordoba,2,2,20/02/1972,67388400
817,1971-72,1,22,Real Sociedad,Burgos,2,0,20/02/1972,67388400
818,1971-72,1,22,Sabadell,Real Madrid,1,2,20/02/1972,67388400
819,1971-72,1,23,Atletico de Bilbao,Sabadell,3,1,27/02/1972,67993200
820,1971-72,1,23,Barcelona,Betis,2,2,27/02/1972,67993200
821,1971-72,1,23,Burgos,Espanol,2,1,27/02/1972,67993200
822,1971-72,1,23,Cordoba,Real Sociedad,1,0,27/02/1972,67993200
823,1971-72,1,23,Deportivo,Sporting de Gijon,1,1,27/02/1972,67993200
824,1971-72,1,23,Granada,Atletico de Madrid,1,0,27/02/1972,67993200
825,1971-72,1,23,Real Madrid,CD Malaga,1,0,27/02/1972,67993200
826,1971-72,1,23,Sevilla,Las Palmas,0,2,27/02/1972,67993200
827,1971-72,1,23,Valencia,Celta de Vigo,4,0,27/02/1972,67993200
828,1971-72,1,24,Las Palmas,Burgos,3,1,04/03/1972,68511600
829,1971-72,1,24,Atletico de Bilbao,Real Madrid,1,0,05/03/1972,68598000
830,1971-72,1,24,Atletico de Madrid,Deportivo,2,1,05/03/1972,68598000
831,1971-72,1,24,Betis,Granada,1,0,05/03/1972,68598000
832,1971-72,1,24,Celta de Vigo,Barcelona,1,2,05/03/1972,68598000
833,1971-72,1,24,Espanol,Cordoba,1,1,05/03/1972,68598000
834,1971-72,1,24,Sporting de Gijon,Sevilla,1,0,05/03/1972,68598000
835,1971-72,1,24,Real Sociedad,CD Malaga,1,0,05/03/1972,68598000
836,1971-72,1,24,Sabadell,Valencia,1,1,05/03/1972,68598000
837,1971-72,1,25,Barcelona,Sabadell,2,0,12/03/1972,69202800
838,1971-72,1,25,Burgos,Sporting de Gijon,1,0,12/03/1972,69202800
839,1971-72,1,25,Cordoba,Las Palmas,2,2,12/03/1972,69202800
840,1971-72,1,25,Deportivo,Betis,1,1,12/03/1972,69202800
841,1971-72,1,25,Granada,Celta de Vigo,0,0,12/03/1972,69202800
842,1971-72,1,25,CD Malaga,Espanol,1,0,12/03/1972,69202800
843,1971-72,1,25,Real Madrid,Real Sociedad,2,1,12/03/1972,69202800
844,1971-72,1,25,Sevilla,Atletico de Madrid,3,3,12/03/1972,69202800
845,1971-72,1,25,Valencia,Atletico de Bilbao,2,0,12/03/1972,69202800
846,1971-72,1,26,Las Palmas,CD Malaga,2,0,18/03/1972,69721200
847,1971-72,1,26,Atletico de Bilbao,Barcelona,0,1,19/03/1972,69807600
848,1971-72,1,26,Atletico de Madrid,Burgos,1,0,19/03/1972,69807600
849,1971-72,1,26,Betis,Sevilla,1,1,19/03/1972,69807600
850,1971-72,1,26,Celta de Vigo,Deportivo,3,1,19/03/1972,69807600
851,1971-72,1,26,Espanol,Real Sociedad,1,0,19/03/1972,69807600
852,1971-72,1,26,Sporting de Gijon,Cordoba,0,0,19/03/1972,69807600
853,1971-72,1,26,Sabadell,Granada,0,0,19/03/1972,69807600
854,1971-72,1,26,Valencia,Real Madrid,1,2,19/03/1972,69807600
855,1971-72,1,27,Barcelona,Valencia,1,1,26/03/1972,70412400
856,1971-72,1,27,Burgos,Betis,0,1,26/03/1972,70412400
857,1971-72,1,27,Cordoba,Atletico de Madrid,0,1,26/03/1972,70412400
858,1971-72,1,27,Deportivo,Sabadell,1,0,26/03/1972,70412400
859,1971-72,1,27,Granada,Atletico de Bilbao,5,1,26/03/1972,70412400
860,1971-72,1,27,CD Malaga,Sporting de Gijon,1,1,26/03/1972,70412400
861,1971-72,1,27,Real Sociedad,Las Palmas,1,0,26/03/1972,70412400
862,1971-72,1,27,Real Madrid,Espanol,3,0,26/03/1972,70412400
863,1971-72,1,27,Sevilla,Celta de Vigo,4,0,26/03/1972,70412400
864,1971-72,1,28,Atletico de Bilbao,Deportivo,1,0,02/04/1972,71013600
865,1971-72,1,28,Atletico de Madrid,CD Malaga,0,0,02/04/1972,71013600
866,1971-72,1,28,Betis,Cordoba,0,0,02/04/1972,71013600
867,1971-72,1,28,Celta de Vigo,Burgos,2,0,02/04/1972,71013600
868,1971-72,1,28,Sporting de Gijon,Real Sociedad,1,0,02/04/1972,71013600
869,1971-72,1,28,Las Palmas,Espanol,1,0,02/04/1972,71013600
870,1971-72,1,28,Sabadell,Sevilla,0,0,02/04/1972,71013600
871,1971-72,1,28,Valencia,Granada,2,1,02/04/1972,71013600
872,1971-72,1,28,Barcelona,Real Madrid,1,0,03/04/1972,71100000
873,1971-72,1,29,Burgos,Sabadell,4,1,09/04/1972,71618400
874,1971-72,1,29,Cordoba,Celta de Vigo,0,0,09/04/1972,71618400
875,1971-72,1,29,Deportivo,Valencia,3,0,09/04/1972,71618400
876,1971-72,1,29,Espanol,Sporting de Gijon,0,0,09/04/1972,71618400
877,1971-72,1,29,Granada,Barcelona,2,0,09/04/1972,71618400
878,1971-72,1,29,CD Malaga,Betis,0,0,09/04/1972,71618400
879,1971-72,1,29,Real Sociedad,Atletico de Madrid,0,0,09/04/1972,71618400
880,1971-72,1,29,Real Madrid,Las Palmas,2,0,09/04/1972,71618400
881,1971-72,1,29,Sevilla,Atletico de Bilbao,0,1,09/04/1972,71618400
882,1971-72,1,30,Atletico de Bilbao,Burgos,1,0,16/04/1972,72223200
883,1971-72,1,30,Atletico de Madrid,Espanol,1,1,16/04/1972,72223200
884,1971-72,1,30,Barcelona,Deportivo,1,0,16/04/1972,72223200
885,1971-72,1,30,Betis,Real Sociedad,1,0,16/04/1972,72223200
886,1971-72,1,30,Celta de Vigo,CD Malaga,1,1,16/04/1972,72223200
887,1971-72,1,30,Sporting de Gijon,Las Palmas,0,1,16/04/1972,72223200
888,1971-72,1,30,Granada,Real Madrid,2,1,16/04/1972,72223200
889,1971-72,1,30,Sabadell,Cordoba,1,0,16/04/1972,72223200
890,1971-72,1,30,Valencia,Sevilla,2,0,16/04/1972,72223200
891,1971-72,1,31,Las Palmas,Atletico de Madrid,1,0,22/04/1972,72741600
892,1971-72,1,31,Sevilla,Barcelona,1,2,22/04/1972,72741600
893,1971-72,1,31,Burgos,Valencia,0,1,23/04/1972,72828000
894,1971-72,1,31,Cordoba,Atletico de Bilbao,0,1,23/04/1972,72828000
895,1971-72,1,31,Deportivo,Granada,2,0,23/04/1972,72828000
896,1971-72,1,31,Espanol,Betis,3,0,23/04/1972,72828000
897,1971-72,1,31,CD Malaga,Sabadell,1,0,23/04/1972,72828000
898,1971-72,1,31,Real Sociedad,Celta de Vigo,0,0,23/04/1972,72828000
899,1971-72,1,31,Real Madrid,Sporting de Gijon,1,0,23/04/1972,72828000
900,1971-72,1,32,Valencia,Cordoba,4,2,29/04/1972,73346400
901,1971-72,1,32,Atletico de Bilbao,CD Malaga,0,0,30/04/1972,73432800
902,1971-72,1,32,Atletico de Madrid,Sporting de Gijon,1,0,30/04/1972,73432800
903,1971-72,1,32,Barcelona,Burgos,2,1,30/04/1972,73432800
904,1971-72,1,32,Betis,Las Palmas,2,1,30/04/1972,73432800
905,1971-72,1,32,Celta de Vigo,Espanol,4,2,30/04/1972,73432800
906,1971-72,1,32,Deportivo,Real Madrid,1,0,30/04/1972,73432800
907,1971-72,1,32,Granada,Sevilla,3,0,30/04/1972,73432800
908,1971-72,1,32,Sabadell,Real Sociedad,3,1,30/04/1972,73432800
909,1971-72,1,33,Las Palmas,Celta de Vigo,1,1,06/05/1972,73951200
910,1971-72,1,33,CD Malaga,Valencia,0,2,06/05/1972,73951200
911,1971-72,1,33,Atletico de Madrid,Real Madrid,4,1,07/05/1972,74037600
912,1971-72,1,33,Burgos,Granada,1,1,07/05/1972,74037600
913,1971-72,1,33,Cordoba,Barcelona,1,0,07/05/1972,74037600
914,1971-72,1,33,Espanol,Sabadell,2,1,07/05/1972,74037600
915,1971-72,1,33,Sporting de Gijon,Betis,3,1,07/05/1972,74037600
916,1971-72,1,33,Real Sociedad,Atletico de Bilbao,1,0,07/05/1972,74037600
917,1971-72,1,33,Sevilla,Deportivo,1,0,07/05/1972,74037600
918,1971-72,1,34,Atletico de Bilbao,Espanol,1,1,14/05/1972,74642400
919,1971-72,1,34,Barcelona,CD Malaga,0,1,14/05/1972,74642400
920,1971-72,1,34,Betis,Atletico de Madrid,1,3,14/05/1972,74642400
921,1971-72,1,34,Celta de Vigo,Sporting de Gijon,2,2,14/05/1972,74642400
922,1971-72,1,34,Deportivo,Burgos,0,0,14/05/1972,74642400
923,1971-72,1,34,Granada,Cordoba,1,0,14/05/1972,74642400
924,1971-72,1,34,Real Madrid,Sevilla,4,1,14/05/1972,74642400
925,1971-72,1,34,Sabadell,Las Palmas,0,1,14/05/1972,74642400
926,1971-72,1,34,Valencia,Real Sociedad,2,1,14/05/1972,74642400
927,1971-72,2,1,Mallorca,Sant Andreu,0,0,04/09/1971,52783200
928,1971-72,2,1,Cadiz,Racing de Ferrol,1,0,04/09/1971,52783200
929,1971-72,2,1,Elche,Zaragoza,1,0,05/09/1971,52869600
930,1971-72,2,1,Logrones,Villarreal,2,0,05/09/1971,52869600
931,1971-72,2,1,Santander,Pontevedra,1,1,05/09/1971,52869600
932,1971-72,2,1,Castellon,Tenerife,2,1,05/09/1971,52869600
933,1971-72,2,1,Cultural Leonesa,Langreo,3,0,05/09/1971,52869600
934,1971-72,2,1,Rayo Vallecano,Mestalla,1,1,05/09/1971,52869600
935,1971-72,2,1,Valladolid,Hercules,3,1,05/09/1971,52869600
936,1971-72,2,1,Oviedo,Xerez,2,1,05/09/1971,52869600
937,1971-72,2,2,Xerez,Elche,1,1,11/09/1971,53388000
938,1971-72,2,2,Mestalla,Oviedo,0,1,11/09/1971,53388000
939,1971-72,2,2,Zaragoza,Santander,3,0,12/09/1971,53474400
940,1971-72,2,2,Pontevedra,Castellon,0,1,12/09/1971,53474400
941,1971-72,2,2,Tenerife,Logrones,0,0,12/09/1971,53474400
942,1971-72,2,2,Langreo,Mallorca,2,0,12/09/1971,53474400
943,1971-72,2,2,Hercules,Cadiz,2,0,12/09/1971,53474400
944,1971-72,2,2,Villarreal,Valladolid,1,0,12/09/1971,53474400
945,1971-72,2,2,Racing de Ferrol,Cultural Leonesa,0,3,12/09/1971,53474400
946,1971-72,2,2,Sant Andreu,Rayo Vallecano,1,0,12/09/1971,53474400
947,1971-72,2,3,Mallorca,Racing de Ferrol,1,1,18/09/1971,53992800
948,1971-72,2,3,Oviedo,Sant Andreu,1,0,19/09/1971,54079200
949,1971-72,2,3,Castellon,Zaragoza,5,1,19/09/1971,54079200
950,1971-72,2,3,Santander,Xerez,0,1,19/09/1971,54079200
951,1971-72,2,3,Pontevedra,Tenerife,1,0,19/09/1971,54079200
952,1971-72,2,3,Rayo Vallecano,Langreo,2,0,19/09/1971,54079200
953,1971-72,2,3,Cultural Leonesa,Hercules,2,1,19/09/1971,54079200
954,1971-72,2,3,Cadiz,Villarreal,1,0,19/09/1971,54079200
955,1971-72,2,3,Elche,Mestalla,1,0,19/09/1971,54079200
956,1971-72,2,3,Valladolid,Logrones,0,2,19/09/1971,54079200
957,1971-72,2,4,Mestalla,Santander,2,1,25/09/1971,54597600
958,1971-72,2,4,Xerez,Castellon,0,2,26/09/1971,54684000
959,1971-72,2,4,Logrones,Cadiz,1,0,26/09/1971,54684000
960,1971-72,2,4,Hercules,Mallorca,0,0,26/09/1971,54684000
961,1971-72,2,4,Racing de Ferrol,Rayo Vallecano,1,2,26/09/1971,54684000
962,1971-72,2,4,Zaragoza,Pontevedra,4,3,26/09/1971,54684000
963,1971-72,2,4,Langreo,Oviedo,1,1,26/09/1971,54684000
964,1971-72,2,4,Villarreal,Cultural Leonesa,3,1,26/09/1971,54684000
965,1971-72,2,4,Valladolid,Tenerife,1,1,26/09/1971,54684000
966,1971-72,2,4,Sant Andreu,Elche,0,0,26/09/1971,54684000
967,1971-72,2,5,Castellon,Mestalla,3,1,03/10/1971,55288800
968,1971-72,2,5,Elche,Langreo,3,0,03/10/1971,55288800
969,1971-72,2,5,Mallorca,Villarreal,0,1,03/10/1971,55288800
970,1971-72,2,5,Santander,Sant Andreu,1,0,03/10/1971,55288800
971,1971-72,2,5,Pontevedra,Xerez,2,2,03/10/1971,55288800
972,1971-72,2,5,Tenerife,Zaragoza,0,1,03/10/1971,55288800
973,1971-72,2,5,Oviedo,Racing de Ferrol,3,0,03/10/1971,55288800
974,1971-72,2,5,Rayo Vallecano,Hercules,1,0,03/10/1971,55288800
975,1971-72,2,5,Cadiz,Valladolid,0,1,03/10/1971,55288800
976,1971-72,2,5,Cultural Leonesa,Logrones,1,0,03/10/1971,55288800
977,1971-72,2,6,Mestalla,Pontevedra,1,1,09/10/1971,55807200
978,1971-72,2,6,Xerez,Zaragoza,1,0,09/10/1971,55807200
979,1971-72,2,6,Logrones,Mallorca,1,0,10/10/1971,55893600
980,1971-72,2,6,Langreo,Santander,1,0,10/10/1971,55893600
981,1971-72,2,6,Villarreal,Rayo Vallecano,2,2,10/10/1971,55893600
982,1971-72,2,6,Hercules,Oviedo,0,1,10/10/1971,55893600
983,1971-72,2,6,Tenerife,Cadiz,2,0,10/10/1971,55893600
984,1971-72,2,6,Racing de Ferrol,Elche,0,4,10/10/1971,55893600
985,1971-72,2,6,Valladolid,Cultural Leonesa,6,2,10/10/1971,55893600
986,1971-72,2,6,Sant Andreu,Castellon,1,1,10/10/1971,55893600
987,1971-72,2,7,Pontevedra,Sant Andreu,0,2,17/10/1971,56498400
988,1971-72,2,7,Xerez,Tenerife,1,1,17/10/1971,56498400
989,1971-72,2,7,Oviedo,Villarreal,1,0,17/10/1971,56498400
990,1971-72,2,7,Mallorca,Valladolid,3,2,17/10/1971,56498400
991,1971-72,2,7,Elche,Hercules,2,0,17/10/1971,56498400
992,1971-72,2,7,Rayo Vallecano,Logrones,0,0,17/10/1971,56498400
993,1971-72,2,7,Cultural Leonesa,Cadiz,5,0,17/10/1971,56498400
994,1971-72,2,7,Zaragoza,Mestalla,4,0,17/10/1971,56498400
995,1971-72,2,7,Castellon,Langreo,1,0,17/10/1971,56498400
996,1971-72,2,7,Santander,Racing de Ferrol,1,0,17/10/1971,56498400
997,1971-72,2,8,Racing de Ferrol,Castellon,0,2,31/10/1971,57708000
998,1971-72,2,8,Valladolid,Rayo Vallecano,1,1,31/10/1971,57708000
999,1971-72,2,8,Villarreal,Elche,2,1,31/10/1971,57708000
1000,1971-72,2,8,Langreo,Pontevedra,1,2,31/10/1971,57708000
1001,1971-72,2,8,Cadiz,Mallorca,2,1,31/10/1971,57708000
1002,1971-72,2,8,Cultural Leonesa,Tenerife,2,1,31/10/1971,57708000
1003,1971-72,2,8,Logrones,Oviedo,0,0,31/10/1971,57708000
1004,1971-72,2,8,Mestalla,Xerez,1,0,31/10/1971,57708000
1005,1971-72,2,8,Hercules,Santander,5,0,31/10/1971,57708000
1006,1971-72,2,8,Sant Andreu,Zaragoza,1,1,31/10/1971,57708000
1007,1971-72,2,9,Castellon,Hercules,1,0,14/11/1971,58921200
1008,1971-72,2,9,Mallorca,Cultural Leonesa,1,0,14/11/1971,58921200
1009,1971-72,2,9,Elche,Logrones,2,1,14/11/1971,58921200
1010,1971-72,2,9,Rayo Vallecano,Cadiz,0,1,14/11/1971,58921200
1011,1971-72,2,9,Xerez,Sant Andreu,0,0,14/11/1971,58921200
1012,1971-72,2,9,Tenerife,Mestalla,2,0,14/11/1971,58921200
1013,1971-72,2,9,Oviedo,Valladolid,0,0,14/11/1971,58921200
1014,1971-72,2,9,Zaragoza,Langreo,3,0,14/11/1971,58921200
1015,1971-72,2,9,Santander,Villarreal,0,0,14/11/1971,58921200
1016,1971-72,2,9,Pontevedra,Racing de Ferrol,0,1,14/11/1971,58921200
1017,1971-72,2,10,Langreo,Xerez,0,0,21/11/1971,59526000
1018,1971-72,2,10,Hercules,Pontevedra,1,1,21/11/1971,59526000
1019,1971-72,2,10,Valladolid,Elche,2,1,21/11/1971,59526000
1020,1971-72,2,10,Tenerife,Mallorca,0,0,21/11/1971,59526000
1021,1971-72,2,10,Cultural Leonesa,Rayo Vallecano,2,0,21/11/1971,59526000
1022,1971-72,2,10,Racing de Ferrol,Zaragoza,1,1,21/11/1971,59526000
1023,1971-72,2,10,Villarreal,Castellon,0,0,21/11/1971,59526000
1024,1971-72,2,10,Cadiz,Oviedo,1,2,21/11/1971,59526000
1025,1971-72,2,10,Logrones,Santander,2,1,21/11/1971,59526000
1026,1971-72,2,10,Sant Andreu,Mestalla,3,1,21/11/1971,59526000
1027,1971-72,2,11,Pontevedra,Villarreal,2,0,28/11/1971,60130800
1028,1971-72,2,11,Xerez,Racing de Ferrol,3,1,28/11/1971,60130800
1029,1971-72,2,11,Elche,Cadiz,1,0,28/11/1971,60130800
1030,1971-72,2,11,Oviedo,Cultural Leonesa,0,0,28/11/1971,60130800
1031,1971-72,2,11,Santander,Valladolid,4,0,28/11/1971,60130800
1032,1971-72,2,11,Zaragoza,Hercules,2,1,28/11/1971,60130800
1033,1971-72,2,11,Mestalla,Langreo,2,0,28/11/1971,60130800
1034,1971-72,2,11,Castellon,Logrones,1,0,28/11/1971,60130800
1035,1971-72,2,11,Rayo Vallecano,Mallorca,1,0,28/11/1971,60130800
1036,1971-72,2,11,Sant Andreu,Tenerife,1,0,28/11/1971,60130800
1037,1971-72,2,12,Langreo,Sant Andreu,2,0,05/12/1971,60735600
1038,1971-72,2,12,Valladolid,Castellon,3,2,05/12/1971,60735600
1039,1971-72,2,12,Racing de Ferrol,Mestalla,1,1,05/12/1971,60735600
1040,1971-72,2,12,Logrones,Pontevedra,1,0,05/12/1971,60735600
1041,1971-72,2,12,Mallorca,Oviedo,1,0,05/12/1971,60735600
1042,1971-72,2,12,Hercules,Xerez,1,0,05/12/1971,60735600
1043,1971-72,2,12,Rayo Vallecano,Tenerife,0,0,05/12/1971,60735600
1044,1971-72,2,12,Cadiz,Santander,0,1,05/12/1971,60735600
1045,1971-72,2,12,Cultural Leonesa,Elche,1,0,05/12/1971,60735600
1046,1971-72,2,12,Villarreal,Zaragoza,0,3,07/12/1971,60908400
1047,1971-72,2,13,Castellon,Cadiz,1,0,12/12/1971,61340400
1048,1971-72,2,13,Santander,Cultural Leonesa,1,1,12/12/1971,61340400
1049,1971-72,2,13,Elche,Mallorca,0,0,12/12/1971,61340400
1050,1971-72,2,13,Pontevedra,Valladolid,2,2,12/12/1971,61340400
1051,1971-72,2,13,Oviedo,Rayo Vallecano,1,0,12/12/1971,61340400
1052,1971-72,2,13,Zaragoza,Logrones,2,0,12/12/1971,61340400
1053,1971-72,2,13,Mestalla,Hercules,0,0,12/12/1971,61340400
1054,1971-72,2,13,Xerez,Villarreal,2,2,12/12/1971,61340400
1055,1971-72,2,13,Tenerife,Langreo,0,1,12/12/1971,61340400
1056,1971-72,2,13,Sant Andreu,Racing de Ferrol,3,0,12/12/1971,61340400
1057,1971-72,2,14,Hercules,Sant Andreu,2,0,19/12/1971,61945200
1058,1971-72,2,14,Valladolid,Zaragoza,1,0,19/12/1971,61945200
1059,1971-72,2,14,Villarreal,Mestalla,1,3,19/12/1971,61945200
1060,1971-72,2,14,Cadiz,Pontevedra,1,0,19/12/1971,61945200
